id,entity1,entity2,relation_id,note
1410,罗红霉素干混悬剂,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
1411,盐酸多西环素片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
1412,红霉素肠溶片,康美药业红霉素肠溶片(红霉素肠溶片),2,NULL
1413,支气管炎,咳嗽,1,NULL
1414,支气管炎,呼气困难,1,NULL
1415,支气管炎,气短,1,NULL
1416,支气管炎,喘息,1,NULL
1417,支气管炎,咳嗽伴哮鸣音,1,NULL
1418,支气管炎,反复感染,1,NULL
1419,支气管炎,乳酸左氧氟沙星片,2,NULL
1420,支气管炎,喷托维林氯化铵糖浆,2,NULL
1421,支气管炎,痰培养,3,NULL
1422,支气管炎,内科检查,3,NULL
1423,支气管炎,胸部平片,3,NULL
1424,支气管炎,痰液量,3,NULL
1425,支气管炎,肺和胸膜听诊,3,NULL
1426,支气管炎,肺和胸膜叩诊,3,NULL
1427,支气管炎,肺活检,3,NULL
1428,支气管炎,痰培养+药敏试验,3,NULL
1429,支气管炎,血锑,3,NULL
1430,支气管炎,血清免疫球蛋白G亚类,3,NULL
1431,支气管炎,阿奇霉素胶囊,4,NULL
1432,支气管炎,牛磺酸颗粒,4,NULL
1433,支气管炎,氨茶碱片,4,NULL
1434,支气管炎,盐酸氨溴索口服溶液,4,NULL
1435,支气管炎,阿奇霉素分散片,4,NULL
1436,支气管炎,阿奇霉素片,4,NULL
1437,支气管炎,乳酸左氧氟沙星片,4,NULL
1438,支气管炎,喷托维林氯化铵糖浆,4,NULL
1439,支气管炎,鸭肝,5,NULL
1440,支气管炎,鸡肉,5,NULL
1441,支气管炎,鹅肉,5,NULL
1442,支气管炎,杏仁,5,NULL
1443,支气管炎,猪肉炒饼,6,NULL
1444,支气管炎,小白菜猪肉饺,6,NULL
1445,支气管炎,牛肉汉堡包,6,NULL
1446,支气管炎,萝卜牛肉蒸饺,6,NULL
1447,支气管炎,炸鸭肝两样,6,NULL
1448,支气管炎,木耳鸭肝烩,6,NULL
1449,支气管炎,草鱼豆腐,6,NULL
1450,支气管炎,生滚草鱼肠粥,6,NULL
1451,支气管炎,鸡肝,7,NULL
1452,支气管炎,杏仁,7,NULL
1453,支气管炎,白扁豆,7,NULL
1454,支气管炎,虾皮,7,NULL
1455,支气管炎,支气管扩张,8,NULL
1456,支气管炎,内科,9,NULL
1457,支气管炎,呼吸内科,9,NULL
1458,支气管炎,药物治疗,10,NULL
1459,支气管炎,支持性治疗,10,NULL
1460,阿奇霉素胶囊,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1461,阿奇霉素胶囊,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1462,牛磺酸颗粒,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1463,牛磺酸颗粒,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1464,氨茶碱片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1465,氨茶碱片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1466,盐酸氨溴索口服溶液,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1467,盐酸氨溴索口服溶液,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1468,阿奇霉素分散片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1469,阿奇霉素分散片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1470,阿奇霉素片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1471,阿奇霉素片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1472,乳酸左氧氟沙星片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1473,乳酸左氧氟沙星片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1474,喷托维林氯化铵糖浆,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1475,喷托维林氯化铵糖浆,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1476,急性细支气管炎,低氧血症,1,NULL
1477,急性细支气管炎,肺含水量增加,1,NULL
1478,急性细支气管炎,腹泻,1,NULL
1479,急性细支气管炎,呼吸困难,1,NULL
1480,急性细支气管炎,烦躁不安,1,NULL
1481,急性细支气管炎,喘息,1,NULL
1482,急性细支气管炎,发绀,1,NULL
1483,急性细支气管炎,鼻翼扇动,1,NULL
1484,急性细支气管炎,乳酸左氧氟沙星片,2,NULL
1485,急性细支气管炎,喷托维林氯化铵糖浆,2,NULL
1486,急性细支气管炎,支气管造影,3,NULL
1487,急性细支气管炎,阿奇霉素胶囊,4,NULL
1488,急性细支气管炎,盐酸氨溴索口服溶液,4,NULL
1489,急性细支气管炎,盐酸氨溴索胶囊,4,NULL
1490,急性细支气管炎,盐酸氨溴索片,4,NULL
1491,急性细支气管炎,阿奇霉素分散片,4,NULL
1492,急性细支气管炎,盐酸环丙沙星片,4,NULL
1493,急性细支气管炎,小青龙颗粒,4,NULL
1494,急性细支气管炎,阿奇霉素片,4,NULL
1495,急性细支气管炎,乳酸左氧氟沙星片,4,NULL
1496,急性细支气管炎,喷托维林氯化铵糖浆,4,NULL
1497,急性细支气管炎,鸭肝,5,NULL
1498,急性细支气管炎,腰果,5,NULL
1499,急性细支气管炎,莲子,5,NULL
1500,急性细支气管炎,核桃,5,NULL
1501,急性细支气管炎,猪肉青菜粥,6,NULL
1502,急性细支气管炎,猪肉冬瓜水饺,6,NULL
1503,急性细支气管炎,茭白猪肉粥,6,NULL
1504,急性细支气管炎,胡萝卜苦瓜汁,6,NULL
1505,急性细支气管炎,苦瓜猪瘦肉汤,6,NULL
1506,急性细支气管炎,香菇薏米饭,6,NULL
1507,急性细支气管炎,银耳薏米羹,6,NULL
1508,急性细支气管炎,面肥,7,NULL
1509,急性细支气管炎,啤酒,7,NULL
1510,急性细支气管炎,白酒,7,NULL
1511,急性细支气管炎,绿豆,7,NULL
1512,急性细支气管炎,呼吸衰竭,8,NULL
1513,急性细支气管炎,内科,9,NULL
1514,急性细支气管炎,呼吸内科,9,NULL
1515,急性细支气管炎,药物治疗,10,NULL
1516,急性细支气管炎,中医治疗,10,NULL
1517,急性细支气管炎,支持性治疗,10,NULL
1518,阿奇霉素胶囊,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1519,阿奇霉素胶囊,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1520,盐酸氨溴索口服溶液,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1521,盐酸氨溴索口服溶液,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1522,盐酸氨溴索胶囊,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1523,盐酸氨溴索胶囊,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1524,盐酸氨溴索片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1525,盐酸氨溴索片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1526,阿奇霉素分散片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1527,阿奇霉素分散片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1528,盐酸环丙沙星片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1529,盐酸环丙沙星片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1530,小青龙颗粒,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1531,小青龙颗粒,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1532,阿奇霉素片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1533,阿奇霉素片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1534,乳酸左氧氟沙星片,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1535,乳酸左氧氟沙星片,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1536,喷托维林氯化铵糖浆,桑海制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1537,喷托维林氯化铵糖浆,赣南制药喷托维林氯化铵糖浆(喷托维林氯化铵糖浆),2,NULL
1538,Q热,代超,1,NULL
1539,Q热,疲乏,1,NULL
1540,Q热,呼吸困难,1,NULL
1541,Q热,肝功检查胆红素...,1,NULL
1542,Q热,盗汗,1,NULL
1543,Q热,腹痛,1,NULL
1544,Q热,乏力,1,NULL
1545,Q热,恶心,1,NULL
1546,Q热,弛张热,1,NULL
1547,Q热,肺部或支气管周...,1,NULL
1548,Q热,肝脏肿大,1,NULL
1549,Q热,头孢氨苄胶囊,2,NULL
1550,Q热,盐酸左氧氟沙星胶囊,2,NULL
1551,Q热,白细胞分类计数,3,NULL
1552,Q热,立克次体补体结合试验,3,NULL
1553,Q热,涂片,3,NULL
1554,Q热,补体结合试验,3,NULL
1555,Q热,氨苄西林胶囊,4,NULL
1556,Q热,头孢拉定胶囊,4,NULL
1557,Q热,通宣理肺丸,4,NULL
1558,Q热,阿莫西林颗粒,4,NULL
1559,Q热,头孢克洛颗粒,4,NULL
1560,Q热,盐酸左氧氟沙星胶囊,4,NULL
1561,Q热,头孢氨苄胶囊,4,NULL
1562,Q热,依托红霉素片,4,NULL
1563,Q热,蛤蚧定喘丸,4,NULL
1564,Q热,乙酰螺旋霉素片,4,NULL
1565,Q热,注射用头孢唑林钠,4,NULL
1566,Q热,头孢克肟颗粒,4,NULL
1567,Q热,头孢克肟分散片,4,NULL
1568,Q热,氟康唑胶囊,4,NULL
1569,Q热,麦迪霉素片,4,NULL
1570,Q热,司帕沙星分散片,4,NULL
1571,Q热,头孢丙烯分散片,4,NULL
1572,Q热,蛇胆川贝液,4,NULL
1573,Q热,头孢拉定分散片,4,NULL
1574,Q热,乳酸左氧氟沙星片,4,NULL
1575,Q热,关节痛,8,NULL
1576,Q热,胸膜炎,8,NULL
1577,Q热,胸腔积液,8,NULL
1578,Q热,心包炎,8,NULL
1579,Q热,心肌炎,8,NULL
1580,Q热,脊髓炎,8,NULL
1581,Q热,传染科,9,NULL
1582,Q热,药物治疗,10,NULL
1583,Q热,支持性治疗,10,NULL
1584,氨苄西林胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1585,头孢拉定胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1586,通宣理肺丸,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1587,阿莫西林颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1588,头孢克洛颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1589,盐酸左氧氟沙星胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1590,头孢氨苄胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1591,依托红霉素片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1592,蛤蚧定喘丸,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1593,乙酰螺旋霉素片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1594,注射用头孢唑林钠,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1595,头孢克肟颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1596,头孢克肟分散片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1597,氟康唑胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1598,麦迪霉素片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1599,司帕沙星分散片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1600,头孢丙烯分散片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1601,蛇胆川贝液,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1602,头孢拉定分散片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1603,乳酸左氧氟沙星片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1604,小儿原发性纤毛运动障碍,听力减退,1,NULL
1605,小儿原发性纤毛运动障碍,咯血,1,NULL
1606,小儿原发性纤毛运动障碍,肺不张,1,NULL
1607,小儿原发性纤毛运动障碍,男性不育,1,NULL
1608,小儿原发性纤毛运动障碍,脓痰,1,NULL
1609,小儿原发性纤毛运动障碍,耳道流脓,1,NULL
1610,小儿原发性纤毛运动障碍,三联征,1,NULL
1611,小儿原发性纤毛运动障碍,发绀,1,NULL
1612,小儿原发性纤毛运动障碍,脓性分泌物,1,NULL
1613,小儿原发性纤毛运动障碍,乳酸左氧氟沙星片,2,NULL
1614,小儿原发性纤毛运动障碍,阿奇霉素分散片,2,NULL
1615,小儿原发性纤毛运动障碍,支气管造影,3,NULL
1616,小儿原发性纤毛运动障碍,血常规,3,NULL
1617,小儿原发性纤毛运动障碍,血液检查,3,NULL
1618,小儿原发性纤毛运动障碍,肺部检查,3,NULL
1619,小儿原发性纤毛运动障碍,扫描电子显微镜,3,NULL
1620,小儿原发性纤毛运动障碍,盐酸金刚烷胺片,4,NULL
1621,小儿原发性纤毛运动障碍,阿奇霉素分散片,4,NULL
1622,小儿原发性纤毛运动障碍,乳酸左氧氟沙星片,4,NULL
1623,小儿原发性纤毛运动障碍,盐酸环丙沙星片,4,NULL
1624,小儿原发性纤毛运动障碍,鸡蛋清,5,NULL
1625,小儿原发性纤毛运动障碍,鸡蛋,5,NULL
1626,小儿原发性纤毛运动障碍,鸽蛋,5,NULL
1627,小儿原发性纤毛运动障碍,鸭肝,5,NULL
1628,小儿原发性纤毛运动障碍,香菇薏米饭,6,NULL
1629,小儿原发性纤毛运动障碍,口蘑香菇粥,6,NULL
1630,小儿原发性纤毛运动障碍,香菇豆苗萝卜汤,6,NULL
1631,小儿原发性纤毛运动障碍,啤酒,7,NULL
1632,小儿原发性纤毛运动障碍,白酒,7,NULL
1633,小儿原发性纤毛运动障碍,绿豆,7,NULL
1634,小儿原发性纤毛运动障碍,黑豆,7,NULL
1635,小儿原发性纤毛运动障碍,脑积水,8,NULL
1636,小儿原发性纤毛运动障碍,儿科,9,NULL
1637,小儿原发性纤毛运动障碍,儿科综合,9,NULL
1638,小儿原发性纤毛运动障碍,药物治疗,10,NULL
1639,小儿原发性纤毛运动障碍,支持性治疗,10,NULL
1640,小儿原发性纤毛运动障碍,病因治疗,10,NULL
1641,小儿原发性纤毛运动障碍,对症治疗,10,NULL
1642,盐酸金刚烷胺片,南新盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1643,盐酸金刚烷胺片,津华晖星盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1644,盐酸金刚烷胺片,江波制药盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1645,盐酸金刚烷胺片,明水药业盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1646,盐酸金刚烷胺片,皇象铁力蓝天盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1647,阿奇霉素分散片,南新盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1648,阿奇霉素分散片,津华晖星盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1649,阿奇霉素分散片,江波制药盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1650,阿奇霉素分散片,明水药业盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1651,阿奇霉素分散片,皇象铁力蓝天盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1652,乳酸左氧氟沙星片,南新盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1653,乳酸左氧氟沙星片,津华晖星盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1654,乳酸左氧氟沙星片,江波制药盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1655,乳酸左氧氟沙星片,明水药业盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1656,乳酸左氧氟沙星片,皇象铁力蓝天盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1657,盐酸环丙沙星片,南新盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1658,盐酸环丙沙星片,津华晖星盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1659,盐酸环丙沙星片,江波制药盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1660,盐酸环丙沙星片,明水药业盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1661,盐酸环丙沙星片,皇象铁力蓝天盐酸环丙沙星片(盐酸环丙沙星片),2,NULL
1662,小儿急性肾小球肾炎,隋静,1,NULL
1663,小儿急性肾小球肾炎,胸腔积液,1,NULL
1664,小儿急性肾小球肾炎,血尿,1,NULL
1665,小儿急性肾小球肾炎,心音低钝,1,NULL
1666,小儿急性肾小球肾炎,纳差,1,NULL
1667,小儿急性肾小球肾炎,乏力,1,NULL
1668,小儿急性肾小球肾炎,无尿,1,NULL
1669,小儿急性肾小球肾炎,代谢性酸中毒,1,NULL
1670,小儿急性肾小球肾炎,蛋白尿,1,NULL
1671,小儿急性肾小球肾炎,低蛋白血症,1,NULL
1672,小儿急性肾小球肾炎,血尿胶囊,2,NULL
1673,小儿急性肾小球肾炎,氢氯噻嗪片,2,NULL
1674,小儿急性肾小球肾炎,尿液分析,3,NULL
1675,小儿急性肾小球肾炎,肾功能检查,3,NULL
1676,小儿急性肾小球肾炎,尿沉渣,3,NULL
1677,小儿急性肾小球肾炎,血液检查,3,NULL
1678,小儿急性肾小球肾炎,血液生化六项检查,3,NULL
1679,小儿急性肾小球肾炎,胸部透视,3,NULL
1680,小儿急性肾小球肾炎,免疫学检测,3,NULL
1681,小儿急性肾小球肾炎,螺内酯片,4,NULL
1682,小儿急性肾小球肾炎,血尿胶囊,4,NULL
1683,小儿急性肾小球肾炎,注射用青霉素钠,4,NULL
1684,小儿急性肾小球肾炎,甲泼尼龙片,4,NULL
1685,小儿急性肾小球肾炎,氢氯噻嗪片,4,NULL
1686,小儿急性肾小球肾炎,鸡蛋清,5,NULL
1687,小儿急性肾小球肾炎,鸡蛋,5,NULL
1688,小儿急性肾小球肾炎,鸽蛋,5,NULL
1689,小儿急性肾小球肾炎,鸭肝,5,NULL
1690,小儿急性肾小球肾炎,番茄黄瓜汁,6,NULL
1691,小儿急性肾小球肾炎,鲫鱼粥,6,NULL
1692,小儿急性肾小球肾炎,冬菇油菜心,6,NULL
1693,小儿急性肾小球肾炎,油菜粥,6,NULL
1694,小儿急性肾小球肾炎,胡萝卜苹果汁,6,NULL
1695,小儿急性肾小球肾炎,柳橙菠萝汁,6,NULL
1696,小儿急性肾小球肾炎,冰镇甜橙水,6,NULL
1697,小儿急性肾小球肾炎,啤酒,7,NULL
1698,小儿急性肾小球肾炎,白酒,7,NULL
1699,小儿急性肾小球肾炎,绿豆,7,NULL
1700,小儿急性肾小球肾炎,黑豆,7,NULL
1701,小儿急性肾小球肾炎,慢性肾炎,8,NULL
1702,小儿急性肾小球肾炎,儿科,9,NULL
1703,小儿急性肾小球肾炎,小儿内科,9,NULL
1704,小儿急性肾小球肾炎,药物治疗,10,NULL
1705,小儿急性肾小球肾炎,对症及支持治疗,10,NULL
1706,螺内酯片,天津力生制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1707,螺内酯片,仁和堂氢氯噻嗪片(氢氯噻嗪片),2,NULL
1708,螺内酯片,常州制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1709,螺内酯片,信谊氢氯噻嗪片(氢氯噻嗪片),2,NULL
1710,螺内酯片,广东三才氢氯噻嗪片(氢氯噻嗪片),2,NULL
1711,螺内酯片,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),2,NULL
1712,血尿胶囊,天津力生制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1713,血尿胶囊,仁和堂氢氯噻嗪片(氢氯噻嗪片),2,NULL
1714,血尿胶囊,常州制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1715,血尿胶囊,信谊氢氯噻嗪片(氢氯噻嗪片),2,NULL
1716,血尿胶囊,广东三才氢氯噻嗪片(氢氯噻嗪片),2,NULL
1717,血尿胶囊,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),2,NULL
1718,注射用青霉素钠,天津力生制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1719,注射用青霉素钠,仁和堂氢氯噻嗪片(氢氯噻嗪片),2,NULL
1720,注射用青霉素钠,常州制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1721,注射用青霉素钠,信谊氢氯噻嗪片(氢氯噻嗪片),2,NULL
1722,注射用青霉素钠,广东三才氢氯噻嗪片(氢氯噻嗪片),2,NULL
1723,注射用青霉素钠,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),2,NULL
1724,甲泼尼龙片,天津力生制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1725,甲泼尼龙片,仁和堂氢氯噻嗪片(氢氯噻嗪片),2,NULL
1726,甲泼尼龙片,常州制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1727,甲泼尼龙片,信谊氢氯噻嗪片(氢氯噻嗪片),2,NULL
1728,甲泼尼龙片,广东三才氢氯噻嗪片(氢氯噻嗪片),2,NULL
1729,甲泼尼龙片,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),2,NULL
1730,氢氯噻嗪片,天津力生制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1731,氢氯噻嗪片,仁和堂氢氯噻嗪片(氢氯噻嗪片),2,NULL
1732,氢氯噻嗪片,常州制药氢氯噻嗪片(氢氯噻嗪片),2,NULL
1733,氢氯噻嗪片,信谊氢氯噻嗪片(氢氯噻嗪片),2,NULL
1734,氢氯噻嗪片,广东三才氢氯噻嗪片(氢氯噻嗪片),2,NULL
1735,氢氯噻嗪片,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),2,NULL
1736,产后泌尿道感染,菌尿,1,NULL
1737,产后泌尿道感染,尿频,1,NULL
1738,产后泌尿道感染,膀胱刺激征,1,NULL
1739,产后泌尿道感染,产后发热,1,NULL
1740,产后泌尿道感染,腹痛,1,NULL
1741,产后泌尿道感染,下腹痛,1,NULL
1742,产后泌尿道感染,产后全身酸痛,1,NULL
1743,产后泌尿道感染,尿痛,1,NULL
1744,产后泌尿道感染,尿急,1,NULL
1745,产后泌尿道感染,头孢氨苄胶囊,2,NULL
1746,产后泌尿道感染,盐酸左氧氟沙星胶囊,2,NULL
1747,产后泌尿道感染,尿路平片,3,NULL
1748,产后泌尿道感染,血管造影,3,NULL
1749,产后泌尿道感染,肾图检查,3,NULL
1750,产后泌尿道感染,尿常规,3,NULL
1751,产后泌尿道感染,膀胱镜,3,NULL
1752,产后泌尿道感染,逆行肾盂造影,3,NULL
1753,产后泌尿道感染,氨苄西林胶囊,4,NULL
1754,产后泌尿道感染,头孢拉定胶囊,4,NULL
1755,产后泌尿道感染,八宝丹胶囊,4,NULL
1756,产后泌尿道感染,阿莫西林颗粒,4,NULL
1757,产后泌尿道感染,头孢克洛颗粒,4,NULL
1758,产后泌尿道感染,头孢呋辛酯干混悬剂,4,NULL
1759,产后泌尿道感染,磷霉素氨丁三醇散,4,NULL
1760,产后泌尿道感染,依托红霉素片,4,NULL
1761,产后泌尿道感染,盐酸左氧氟沙星胶囊,4,NULL
1762,产后泌尿道感染,头孢氨苄胶囊,4,NULL
1763,产后泌尿道感染,十八味诃子丸,4,NULL
1764,产后泌尿道感染,匹多莫德颗粒剂,4,NULL
1765,产后泌尿道感染,盐酸头孢他美酯片,4,NULL
1766,产后泌尿道感染,氟康唑胶囊,4,NULL
1767,产后泌尿道感染,盐酸头孢他美酯干混悬剂,4,NULL
1768,产后泌尿道感染,匹多莫德口服溶液,4,NULL
1769,产后泌尿道感染,注射用头孢唑林钠,4,NULL
1770,产后泌尿道感染,头孢拉定分散片,4,NULL
1771,产后泌尿道感染,替勃龙片,4,NULL
1772,产后泌尿道感染,乳酸左氧氟沙星片,4,NULL
1773,产后泌尿道感染,核桃,5,NULL
1774,产后泌尿道感染,白扁豆,5,NULL
1775,产后泌尿道感染,鳕鱼,5,NULL
1776,产后泌尿道感染,武昌鱼,5,NULL
1777,产后泌尿道感染,车前草鸡骨草炖鱼头,6,NULL
1778,产后泌尿道感染,车前草炖猪小肚,6,NULL
1779,产后泌尿道感染,赤小豆鸡汤,6,NULL
1780,产后泌尿道感染,鲫鱼赤小豆汤,6,NULL
1781,产后泌尿道感染,赤小豆山药粥,6,NULL
1782,产后泌尿道感染,白果冬瓜粥,6,NULL
1783,产后泌尿道感染,冬瓜粥,6,NULL
1784,产后泌尿道感染,玉米冬瓜粥,6,NULL
1785,产后泌尿道感染,啤酒,7,NULL
1786,产后泌尿道感染,白酒,7,NULL
1787,产后泌尿道感染,绿豆,7,NULL
1788,产后泌尿道感染,黑豆,7,NULL
1789,产后泌尿道感染,感染性休克,8,NULL
1790,产后泌尿道感染,妊娠合并急性肾盂肾炎,8,NULL
1791,产后泌尿道感染,贫血,8,NULL
1792,产后泌尿道感染,肺水肿,8,NULL
1793,产后泌尿道感染,低血压,8,NULL
1794,产后泌尿道感染,妇产科,9,NULL
1795,产后泌尿道感染,产科,9,NULL
1796,产后泌尿道感染,药物治疗,10,NULL
1797,产后泌尿道感染,康复治疗,10,NULL
1798,氨苄西林胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1799,头孢拉定胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1800,八宝丹胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1801,阿莫西林颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1802,头孢克洛颗粒,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1803,头孢呋辛酯干混悬剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1804,磷霉素氨丁三醇散,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1805,依托红霉素片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1806,盐酸左氧氟沙星胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1807,头孢氨苄胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1808,十八味诃子丸,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1809,匹多莫德颗粒剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1810,盐酸头孢他美酯片,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1811,氟康唑胶囊,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
1812,盐酸头孢他美酯干混悬剂,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),2,NULL
