id,entity1,entity2,relation_id,note
2084,复数,指数,12,NULL
2085,模长,指数,12,NULL
2086,直角三角形,单位圆,12,NULL
2087,直角三角形,方程,12,NULL
2088,直角三角形,长度,12,NULL
2089,直角三角形,象限,12,NULL
2090,勾股定理,长度,12,NULL
2091,勾股定理,象限,12,NULL
2092,单位圆,斜边,12,NULL
2093,单位圆,长度,12,NULL
2094,单位圆,象限,12,NULL
2095,斜边,方程,12,NULL
2096,斜边,象限,12,NULL
2097,方程,长度,12,NULL
2098,方程,象限,12,NULL
2099,长度,象限,12,NULL
2100,最简二次根式,同类二次根,1,NULL
2101,最简二次根式,充要条件,12,NULL
2102,最简二次根式,分数,12,NULL
2103,最简二次根式,根式,3,NULL
2104,同类二次根,充要条件,12,NULL
2105,同类二次根,被开方数,3,NULL
2106,同类二次根,分数,12,NULL
2107,同类二次根,根式,3,NULL
2108,充要条件,被开方数,12,NULL
2109,充要条件,分数,12,NULL
2110,充要条件,根式,12,NULL
2111,被开方数,分数,12,NULL
2112,被开方数,根式,3,NULL
2113,分数,根式,12,NULL
2114,二次根式,无理方程,1,NULL
2115,二次根式,实数,12,NULL
2116,二次根式,方程,12,NULL
2117,二次根式,无解,12,NULL
2118,无理方程,实数,12,NULL
2119,无理方程,无解,12,NULL
2120,实数,方程,12,NULL
2121,实数,无解,12,NULL
2122,方程,无解,12,NULL
2123,直角三角形,平方和,12,NULL
2124,直角三角形,平方,12,NULL
2125,直角三角形,斜边长,12,NULL
2126,直角三角形,平面,12,NULL
2127,直角三角形,边长,12,NULL
2128,直角边,斜边长,12,NULL
2129,直角边,平面,12,NULL
2130,直角边,边长,12,NULL
2131,斜边长,平面,12,NULL
2132,斜边长,平方,12,NULL
2133,斜边长,边长,3,NULL
2134,平面,平方,12,NULL
2135,平面,边长,12,NULL
2136,平方,边长,12,NULL
2137,直角三角形,平方差,12,NULL
2138,勾股定理,平方差,12,NULL
2139,平方差,斜边,12,NULL
2140,平方差,长度,12,NULL
2141,平方差,平方,1,NULL
2142,长度,平方,12,NULL
2143,平方和,三角形,12,NULL
2144,三角形,平方,12,NULL
2145,斜边,平面,12,NULL
2146,斜边,边长,9,NULL
2147,平方和,斜边长,12,NULL
2148,平方和,边长,12,NULL
2149,直角三角形,几何定理,12,NULL
2150,勾股定理,几何定理,3,NULL
2151,直角边,几何定理,12,NULL
2152,平方和,几何定理,12,NULL
2153,斜边,几何定理,12,NULL
2154,几何定理,平方,12,NULL
2155,平方和,长度,12,NULL
2156,直角三角形,演绎法,12,NULL
2157,直角边,演绎法,12,NULL
2158,斜边,演绎法,12,NULL
2159,演绎法,平方,12,NULL
2160,直角三角形,勾股定理的逆定理,2,NULL
2161,勾股定理的逆定理,直角边,12,NULL
2162,勾股定理的逆定理,平方和,12,NULL
2163,勾股定理的逆定理,三角形,12,NULL
2164,勾股定理的逆定理,斜边,12,NULL
2165,勾股定理的逆定理,平方,12,NULL
2166,乘积,斜边,12,NULL
2167,乘积,投影,12,NULL
2168,乘积,乘以,12,NULL
2169,乘积,长度,12,NULL
2170,乘积,平方,12,NULL
2171,斜边,乘以,12,NULL
2172,投影,乘以,12,NULL
2173,投影,平方,12,NULL
2174,乘以,长度,12,NULL
2175,乘以,平方,12,NULL
2176,轴对称图形,平面图形,3,NULL
2177,轴对称图形,对称轴,4,NULL
2178,轴对称图形,重合,12,NULL
2179,轴对称图形,直线,12,NULL
2180,平面图形,对称轴,12,NULL
2181,平面图形,重合,12,NULL
2182,平面图形,直线,4,NULL
2183,对称轴,重合,12,NULL
2184,重合,直线,12,NULL
2185,中心对称图形,平行四边形,4,NULL
2186,中心对称图形,轴对称图形,12,NULL
2187,中心对称图形,互相垂直,12,NULL
2188,中心对称图形,四边形,12,NULL
2189,中心对称图形,对称轴,12,NULL
2190,中心对称图形,对角线,12,NULL
2191,中心对称图形,平分,12,NULL
2193,中心对称图形,菱形,4,NULL
2194,中心对称图形,平面,12,NULL
2195,中心对称图形,邻边,12,NULL
2196,中心对称图形,直线,12,NULL
2197,平行四边形,轴对称图形,12,NULL
2198,平行四边形,互相垂直,12,NULL
2199,平行四边形,对称轴,12,NULL
2200,平行四边形,对角线,12,NULL
2201,平行四边形,平分,12,NULL
2203,平行四边形,菱形,4,NULL
2204,平行四边形,平面,12,NULL
2205,平行四边形,邻边,12,NULL
2206,平行四边形,直线,12,NULL
2207,轴对称图形,互相垂直,12,NULL
2208,轴对称图形,四边形,12,NULL
2209,轴对称图形,对角线,12,NULL
2210,轴对称图形,平分,12,NULL
2212,轴对称图形,菱形,4,NULL
2213,轴对称图形,平面,12,NULL
2214,轴对称图形,邻边,12,NULL
2215,互相垂直,四边形,12,NULL
2216,互相垂直,对称轴,12,NULL
2217,互相垂直,菱形,12,NULL
2218,互相垂直,邻边,12,NULL
2219,四边形,对称轴,12,NULL
2220,四边形,平分,12,NULL
2222,四边形,菱形,4,NULL
2223,四边形,平面,12,NULL
2224,四边形,邻边,12,NULL
2225,四边形,直线,12,NULL
2226,对称轴,平分,12,NULL
2228,对称轴,平面,12,NULL
2229,对称轴,邻边,12,NULL
2230,对角线,平面,12,NULL
2231,对角线,邻边,12,NULL
2232,平分,菱形,12,NULL
2233,平分,平面,12,NULL
2234,平分,邻边,12,NULL
2239,菱形,平面,12,NULL
2240,菱形,邻边,12,NULL
2241,平面,邻边,12,NULL
2242,邻边,直线,12,NULL
2243,对称轴,对称,2,NULL
2244,对称,平面,12,NULL
2245,对称,直线,12,NULL
2246,配方法,常数,12,NULL
2247,配方法,代数,12,NULL
2248,多项式,常数,12,NULL
2249,多项式,平方,12,NULL
2250,常数,平方,12,NULL
2251,常数,代数,12,NULL
2252,平方,代数,12,NULL
2253,最小公倍数,不等式,12,NULL
2254,最小公倍数,乘以,12,NULL
2255,最小公倍数,分母,12,NULL
2256,最小公倍数,等式,12,NULL
2257,不等式,整数,12,NULL
2258,不等式,乘以,12,NULL
2259,不等式,等式,6,NULL
2260,系数,分母,12,NULL
2261,整数,乘以,12,NULL
2262,整数,分母,12,NULL
2263,整数,等式,12,NULL
2264,乘以,分母,12,NULL
2265,分母,等式,12,NULL
2266,三角形,相交,12,NULL
2267,外心,相交,12,NULL
2268,垂直平分线,中点,12,NULL
2269,三角形,垂直,12,NULL
2270,三角形,平分,12,NULL
2271,三角形,端点,12,NULL
2272,三角形,直线,12,NULL
2273,线段,中点,12,NULL
2274,线段,外心,12,NULL
2275,线段,距离,12,NULL
2276,垂直,中点,12,NULL
2277,垂直,顶点,12,NULL
2278,垂直,外心,12,NULL
2279,垂直,距离,12,NULL
2280,平分,中点,12,NULL
2281,平分,顶点,12,NULL
2282,平分,外心,12,NULL
2283,平分,距离,12,NULL
2284,中点,端点,12,NULL
2285,中点,相交,12,NULL
2286,中点,距离,12,NULL
2287,端点,外心,12,NULL
2288,端点,距离,12,NULL
2289,顶点,直线,12,NULL
2290,外心,直线,12,NULL
2291,等腰梯形,长,12,NULL
2292,对角线,长,12,NULL
2293,面积,长,12,NULL
2294,垂直,长,12,NULL
2295,平方,长,12,NULL
2296,分组分解法,待定系数法,12,NULL
2297,分组分解法,提公因式法,12,NULL
2298,分组分解法,十字相乘法,12,NULL
2299,分组分解法,余式定理,12,NULL
2300,分组分解法,公式法,12,NULL
2301,分组分解法,数学,12,NULL
2302,分组分解法,对称,12,NULL
2303,待定系数法,提公因式法,12,NULL
2304,待定系数法,十字相乘法,12,NULL
2305,待定系数法,余式定理,12,NULL
2306,待定系数法,因式分解,1,NULL
2307,待定系数法,公式法,12,NULL
2308,待定系数法,多项式,12,NULL
2309,待定系数法,数学,12,NULL
2310,待定系数法,对称,12,NULL
2311,提公因式法,十字相乘法,12,NULL
2312,提公因式法,余式定理,12,NULL
2313,提公因式法,公式法,12,NULL
2314,提公因式法,数学,12,NULL
2315,提公因式法,对称,12,NULL
2316,十字相乘法,余式定理,12,NULL
2317,十字相乘法,因式分解,1,NULL
2318,十字相乘法,公式法,12,NULL
2319,十字相乘法,多项式,12,NULL
2320,十字相乘法,数学,12,NULL
2321,十字相乘法,对称,12,NULL
2322,余式定理,因式分解,1,NULL
2323,余式定理,公式法,12,NULL
2324,余式定理,多项式,12,NULL
2325,余式定理,数学,12,NULL
2326,余式定理,对称,12,NULL
2327,因式分解,数学,12,NULL
2328,因式分解,对称,12,NULL
2329,公式法,数学,12,NULL
2330,公式法,对称,12,NULL
2331,多项式,数学,3,NULL
2332,多项式,对称,12,NULL
2333,数学,对称,12,NULL
2334,分组分解法,配方法,12,NULL
2335,分组分解法,拆项法,12,NULL
2336,待定系数法,配方法,12,NULL
2337,待定系数法,拆项法,12,NULL
2338,提公因式法,配方法,12,NULL
2339,提公因式法,拆项法,12,NULL
2340,十字相乘法,配方法,12,NULL
2341,十字相乘法,拆项法,12,NULL
2342,因式分解,拆项法,4,NULL
2343,公式法,拆项法,12,NULL
2344,配方法,数学,12,NULL
2345,配方法,拆项法,12,NULL
2346,数学,拆项法,12,NULL
2347,待定系数法,分解,3,NULL
2348,提公因式法,分解,3,NULL
2349,十字相乘法,分解,3,NULL
2350,公式法,分解,12,NULL
2351,后项,整数,12,NULL
2352,后项,质数,12,NULL
2353,整数,质数,4,NULL
2354,有理数,整数,4,NULL
2355,循环小数,无理数,3,NULL
2356,循环小数,整数,12,NULL
2357,循环小数,无限,12,NULL
2358,无理数,整数,12,NULL
2359,无理数,无限,12,NULL
2360,整数,无限,12,NULL
2361,正整数,有理数,3,NULL
2362,正整数,整数,3,NULL
2363,正整数,数学,3,NULL
2364,有理数,数学,3,NULL
2365,整数,数学,3,NULL
2369,合成数,整数,3,NULL
2370,合成数,因数,1,NULL
2371,整数,因数,12,NULL
2372,无理数,实数,3,NULL
2373,无理数,范围,12,NULL
2374,整数,实数,3,NULL
2375,整数,范围,12,NULL
2376,实数,范围,12,NULL
2377,有限小数,循环小数,12,NULL
2378,有限小数,有理数,3,NULL
2379,有限小数,分数,3,NULL
2380,有限小数,整数,12,NULL
2381,有限小数,无限,12,NULL
2382,循环小数,有理数,3,NULL
2383,循环小数,分数,3,NULL
2384,有理数,无限,12,NULL
2385,分数,无限,12,NULL
2386,成比例,整数,12,NULL
2387,成比例,分母,12,NULL
2388,垂直平分线,中垂线,12,NULL
2389,三角形,中垂线,12,NULL
2390,中垂线,相交,12,NULL
2391,轴对称图形,垂直平分线,12,NULL
2392,轴对称图形,对称性,9,NULL
2393,轴对称图形,抛物线,4,NULL
2394,轴对称图形,顶点,12,NULL
2395,轴对称图形,交点,12,NULL
2396,垂直平分线,对称性,9,NULL
2397,垂直平分线,抛物线,12,NULL
2398,对称性,对称轴,8,NULL
2399,对称性,抛物线,8,NULL
2400,对称性,顶点,12,NULL
2401,对称性,交点,12,NULL
2402,对称轴,交点,12,NULL
2403,垂直平分线,重合,12,NULL
2404,垂直平分线,旋转,12,NULL
2405,重合,交点,12,NULL
2406,重合,旋转,12,NULL
2407,交点,旋转,12,NULL
2408,中垂线,外心,12,NULL
2409,垂直平分线,正多边形,8,NULL
2410,垂直平分线,垂径定理,2,NULL
2411,垂直平分线,边心距,12,NULL
2412,正多边形,垂径定理,12,NULL
2413,正多边形,交点,12,NULL
2414,垂径定理,交点,12,NULL
2415,垂径定理,边心距,1,NULL
2416,交点,边心距,12,NULL
2417,素数,合数,6,NULL
2420,阴性素数,阴性素数定理,2,NULL
2421,阴性素数,合数,12,NULL
2422,阴性素数,数列,12,NULL
2423,阴性素数定理,合数,12,NULL
2424,阴性素数定理,数列,12,NULL
2425,合数,数列,12,NULL
2426,阳性素数,阳性素数定理,2,NULL
2427,阳性素数,合数,12,NULL
2428,阳性素数,数列,12,NULL
2429,阳性素数定理,合数,12,NULL
2430,阳性素数定理,数列,12,NULL
2431,素数,数列,12,NULL
2432,素数,质数,5,NULL
2433,公因数,因数,3,NULL
2434,公因数,素数,12,NULL
2435,公因数,质数,12,NULL
2436,公因数,合数,12,NULL
2437,因数,素数,12,NULL
2438,因数,合数,12,NULL
2439,正整数,因子,12,NULL
2440,正整数,约数,12,NULL
2441,正整数,素数,4,NULL
2442,正整数,合数,12,NULL
2443,因子,约数,12,NULL
2444,因子,素数,12,NULL
2445,因子,质数,12,NULL
2446,因子,合数,12,NULL
2447,约数,素数,12,NULL
2448,约数,质数,12,NULL
2449,偶数,素数,12,NULL
2450,偶数,合数,3,NULL
2451,素数,阴性合数,12,NULL
2452,素数,阴性素数,4,NULL
2453,合数,阴性合数,4,NULL
2454,合数,阴性素数,12,NULL
2455,数列,阴性合数,12,NULL
2456,数列,阴性素数,12,NULL
2457,阴性合数,阴性素数,6,NULL
2458,最简二次根式,平方数,12,NULL
2459,最简二次根式,平方,12,NULL
2460,被开方数,平方数,12,NULL
2461,被开方数,平方,12,NULL
2462,平方数,因数,12,NULL
2463,平方数,因式,12,NULL
2464,平方数,平方,1,NULL
2465,因数,平方,12,NULL
2466,因式,平方,12,NULL
2467,平方数,质数,12,NULL
2468,平方数,整数,3,NULL
2469,平方数,因子,12,NULL
2470,整数,因子,12,NULL
2471,因数,因子,5,NULL
2472,完全平方数,因数,12,NULL
2473,完全平方数,奇数,12,NULL
2474,完全平方数,偶数,12,NULL
2475,完全平方数,合数,12,NULL
2476,因数,奇数,12,NULL
2477,因数,偶数,12,NULL
2478,奇数,偶数,6,NULL
2479,奇数,合数,12,NULL
2480,等边三角形,轴对称图形,3,NULL
2481,等边三角形,等腰三角形,3,NULL
2482,等边三角形,等腰梯形,12,NULL
2483,等边三角形,正方形,12,NULL
2484,等边三角形,双曲线,12,NULL
2485,等边三角形,抛物线,12,NULL
2486,等边三角形,线段,12,NULL
2487,等边三角形,矩形,12,NULL
2488,等边三角形,菱形,12,NULL
2489,等边三角形,椭圆,12,NULL
2490,等边三角形,圆,12,NULL
2491,轴对称图形,等腰三角形,4,NULL
2492,轴对称图形,等腰梯形,4,NULL
2493,轴对称图形,正方形,4,NULL
2494,轴对称图形,双曲线,4,NULL
2495,轴对称图形,线段,12,NULL
2496,轴对称图形,矩形,4,NULL
2497,轴对称图形,椭圆,4,NULL
2498,轴对称图形,圆,4,NULL
2499,等腰三角形,正方形,12,NULL
2500,等腰三角形,双曲线,12,NULL
2501,等腰三角形,抛物线,12,NULL
2502,等腰三角形,线段,12,NULL
2503,等腰三角形,矩形,12,NULL
2504,等腰三角形,菱形,12,NULL
2505,等腰三角形,椭圆,12,NULL
2506,等腰三角形,圆,12,NULL
2507,等腰梯形,正方形,12,NULL
2508,等腰梯形,双曲线,12,NULL
2509,等腰梯形,对称轴,12,NULL
2510,等腰梯形,抛物线,12,NULL
2511,等腰梯形,线段,12,NULL
2512,等腰梯形,矩形,12,NULL
2513,等腰梯形,菱形,12,NULL
2514,等腰梯形,椭圆,12,NULL
2515,等腰梯形,圆,12,NULL
2516,正方形,双曲线,12,NULL
2517,正方形,对称轴,12,NULL
2518,正方形,抛物线,12,NULL
2519,正方形,线段,12,NULL
2520,正方形,矩形,12,NULL
2521,正方形,菱形,3,NULL
2522,正方形,椭圆,12,NULL
2523,正方形,圆,12,NULL
2524,双曲线,对称轴,9,NULL
2525,双曲线,抛物线,12,NULL
2526,双曲线,线段,12,NULL
2527,双曲线,矩形,12,NULL
2528,双曲线,菱形,12,NULL
2529,双曲线,椭圆,12,NULL
2530,双曲线,圆,12,NULL
2531,对称轴,线段,12,NULL
2532,对称轴,椭圆,8,NULL
2533,对称轴,圆,8,NULL
2534,抛物线,线段,12,NULL
2535,抛物线,矩形,12,NULL
2536,抛物线,菱形,12,NULL
2537,抛物线,椭圆,12,NULL
2538,抛物线,圆,12,NULL
2539,线段,矩形,12,NULL
2540,线段,菱形,12,NULL
2541,线段,椭圆,12,NULL
2542,矩形,椭圆,12,NULL
2543,矩形,圆,12,NULL
2544,菱形,椭圆,12,NULL
2545,菱形,圆,12,NULL
2546,椭圆,圆,7,NULL
2547,频数分布,直方图,2,NULL
2548,频数分布,长方形,12,NULL
2549,频数分布,统计图,12,NULL
2550,频数分布,组距,12,NULL
2551,频数分布,频数,12,NULL
2552,频数分布,常数,12,NULL
2553,直方图,长方形,12,NULL
2554,直方图,统计图,3,NULL
2555,直方图,组距,9,NULL
2556,直方图,频数,12,NULL
2557,直方图,常数,12,NULL
2558,长方形,统计图,12,NULL
2559,长方形,组距,12,NULL
2560,长方形,频数,12,NULL
2561,长方形,常数,12,NULL
2562,统计图,组距,9,NULL
2563,统计图,频数,9,NULL
2564,统计图,常数,12,NULL
2565,组距,频数,12,NULL
2566,组距,常数,12,NULL
2567,频数,常数,12,NULL
2568,频数,变量,3,NULL
2569,正多边形,六边形,12,NULL
2570,正多边形,圆面积,12,NULL
2571,正多边形,面积,9,NULL
2572,正多边形,数学,3,NULL
2573,六边形,圆面积,12,NULL
2574,六边形,面积,9,NULL
2575,六边形,数学,12,NULL
2576,六边形,圆,12,NULL
2577,圆面积,面积,3,NULL
2578,圆面积,数学,12,NULL
2579,圆面积,圆,8,NULL
2580,面积,数学,12,NULL
2581,面积,圆,8,NULL
2582,圆面积,外切,12,NULL
2583,数学,外切,12,NULL
2584,外切,圆,12,NULL
2585,一元一次方程,代入消元法,12,NULL
2586,一元一次方程,代数式,12,NULL
2587,代入消元法,方程组,8,NULL
2588,代入消元法,代数式,12,NULL
2589,二元二次方程组,代入消元法,9,NULL
2590,二元二次方程组,未知数,12,NULL
2591,二元二次方程组,方程,3,NULL
2592,二元二次方程组,四次方程,12,NULL
2593,四次方程,方程,3,NULL
2595,代入消元法,加减消元法,10,NULL
2596,负整数,代数式,12,NULL
2597,负整数,多项式,12,NULL
2598,代数式,多项式,4,NULL
2599,直角三角形,数量关系,12,NULL
2600,直角三角形,平行线,12,NULL
2601,直角三角形,对角线,12,NULL
2602,直角三角形,梯形,12,NULL
2603,直角三角形,位置关系,9,NULL
2604,数量关系,平行线,8,NULL
2605,数量关系,三角形,12,NULL
2606,数量关系,对角线,8,NULL
2607,数量关系,斜边,8,NULL
2608,数量关系,梯形,12,NULL
2609,数量关系,顶点,12,NULL
2610,数量关系,位置关系,10,NULL
2611,平行线,三角形,12,NULL
2612,平行线,对角线,12,NULL
2613,平行线,斜边,12,NULL
2614,平行线,梯形,12,NULL
2615,平行线,顶点,12,NULL
2616,平行线,位置关系,12,NULL
2617,三角形,对角线,12,NULL
2618,三角形,梯形,12,NULL
2619,三角形,位置关系,9,NULL
2620,对角线,位置关系,12,NULL
2621,斜边,梯形,12,NULL
2622,斜边,位置关系,12,NULL
2623,梯形,顶点,12,NULL
2624,梯形,位置关系,9,NULL
2625,顶点,位置关系,12,NULL
2626,最简二次根式,同类项,12,NULL
2627,最简二次根式,系数,12,NULL
2628,最简二次根式,根号,12,NULL
2629,同类二次根,同类项,12,NULL
2630,同类二次根,系数,12,NULL
2631,同类二次根,因式,12,NULL
2632,同类二次根,根号,12,NULL
2633,同类二次根,指数,12,NULL
2634,同类项,根号,12,NULL
2635,同类项,根式,12,NULL
2636,同类项,指数,12,NULL
2637,系数,根号,12,NULL
2638,系数,根式,12,NULL
2639,系数,指数,12,NULL
2640,因式,根号,12,NULL
2641,因式,根式,12,NULL
2642,根号,根式,2,NULL
2643,根号,指数,12,NULL
2644,根式,指数,12,NULL
2645,被开方数,根号,1,NULL
2646,相反数,无理数,12,NULL
2647,平方根,算术平方根,4,NULL
2648,平方根,负数,12,NULL
2649,平方根,正数,12,NULL
2650,平方根,平方,6,NULL
2651,算术平方根,负数,12,NULL
2652,算术平方根,正数,12,NULL
2653,算术平方根,平方,12,NULL
2654,负数,正数,6,NULL
2655,负数,平方,12,NULL
2656,正数,平方,12,NULL
2657,立方根,实数,12,NULL
2658,立方根,负数,12,NULL
2659,立方根,正数,12,NULL
2660,实数,负数,4,NULL
2661,实数,正数,4,NULL
2662,实数,平方,12,NULL
2663,实数,除数,12,NULL
2664,平方,除数,12,NULL
2665,负数,范围,12,NULL
2666,平方根,复数,12,NULL
2667,复数,平方,12,NULL
2668,扇形面积,圆心角,1,NULL
2669,扇形面积,弧度,12,NULL
2670,扇形面积,扇形,8,NULL
2671,扇形面积,弧长,12,NULL
2672,圆心角,弧度,12,NULL
2673,圆心角,扇形,8,NULL
2674,同旁内角,平行线,1,NULL
2675,同旁内角,内错角,10,NULL
2676,同旁内角,中位线,12,NULL
2677,同旁内角,同位角,12,NULL
2678,平行线,内错角,2,NULL
2679,平行线,中位线,12,NULL
2680,平行线,同位角,2,NULL
2681,内错角,中位线,12,NULL
2682,内错角,同位角,10,NULL
2683,中位线,同位角,12,NULL
2684,平行线,直线,3,NULL
2685,内错角,直线,12,NULL
2686,同位角,直线,12,NULL
2687,同旁内角,逆定理,12,NULL
2688,同旁内角,平行,12,NULL
2689,平行线,逆定理,12,NULL
2690,平行线,平行,2,NULL
2691,逆定理,平行,12,NULL
2692,逆定理,直线,12,NULL
2693,平行线,平面,3,NULL
2694,同位角,平行,1,NULL
2695,内错角,平行,1,NULL
2696,多项式,一元二次多项式,4,NULL
2697,常数,一元二次多项式,12,NULL
2698,直线方程,斜截式,4,NULL
2699,直线方程,平行,12,NULL
2700,直线方程,相交,12,NULL
2701,直线方程,交点,12,NULL
2702,直线方程,直线,1,NULL
2703,斜截式,平行,12,NULL
2704,斜截式,相交,12,NULL
2705,斜截式,交点,12,NULL
2706,斜截式,斜率,9,NULL
2707,斜截式,直线,1,NULL
2708,平行,相交,6,NULL
2709,平行,交点,12,NULL
2710,平行,斜率,12,NULL
2711,相交,斜率,12,NULL
2712,交点,斜率,12,NULL
2713,方程,相交,12,NULL
2714,方程,交点,12,NULL
2715,点斜式,坐标,12,NULL
2716,点斜式,方程,12,NULL
2717,点斜式,直线,1,NULL
2718,坐标,方程,12,NULL
2719,坐标,斜率,12,NULL
2720,方程,斜率,12,NULL
2721,斜截式方程,y轴,12,NULL
2722,斜截式方程,截距,9,NULL
2723,斜截式方程,斜率,9,NULL
2724,斜截式方程,直线,1,NULL
2725,y轴,截距,2,NULL
2726,y轴,斜率,12,NULL
2727,y轴,直线,12,NULL
2728,截距,斜率,12,NULL
2729,截距,直线,8,NULL
2730,直线方程,对称中心,12,NULL
2731,直线方程,直线系方程,3,NULL
2732,直线方程,对称点,12,NULL
2733,直线方程,坐标,12,NULL
2734,直线方程,中点,12,NULL
2735,直线方程,对称,12,NULL
2736,直线方程,距离,12,NULL
2737,对称中心,直线系方程,12,NULL
2738,对称中心,对称点,5,NULL
2739,对称中心,平行,12,NULL
2740,对称中心,坐标,9,NULL
2741,对称中心,中点,12,NULL
2742,对称中心,对称,2,NULL
2743,对称中心,直线,12,NULL
2744,对称中心,距离,12,NULL
2745,直线系方程,对称点,12,NULL
2746,直线系方程,平行,12,NULL
2747,直线系方程,坐标,12,NULL
2748,直线系方程,中点,12,NULL
2749,直线系方程,对称,12,NULL
2750,直线系方程,直线,1,NULL
2751,直线系方程,距离,12,NULL
2752,对称点,平行,12,NULL
2753,对称点,坐标,9,NULL
2754,对称点,中点,12,NULL
2755,对称点,对称,2,NULL
2756,对称点,直线,12,NULL
2757,对称点,距离,12,NULL
2758,平行,坐标,12,NULL
2759,平行,中点,12,NULL
2760,平行,对称,12,NULL
2761,平行,距离,9,NULL
2762,坐标,中点,12,NULL
2763,坐标,对称,12,NULL
2764,坐标,距离,12,NULL
2765,中点,对称,12,NULL
2766,对称,距离,12,NULL
2767,直线方程,解析式,9,NULL
2768,斜截式,解析式,3,NULL
2769,直线方程,方程,3,NULL
2770,直线方程,y轴,12,NULL
2771,直线方程,几何,12,NULL
2772,直线方程,参数,12,NULL
2773,直线方程,截距,12,NULL
2774,斜截式,方程,12,NULL
2775,斜截式,y轴,12,NULL
2776,斜截式,几何,12,NULL
2777,斜截式,参数,12,NULL
2778,斜截式,截距,9,NULL
2779,方程,几何,12,NULL
2780,方程,参数,12,NULL
2781,方程,截距,12,NULL
2782,y轴,几何,12,NULL
2783,y轴,参数,12,NULL
2784,几何,参数,12,NULL
2785,几何,截距,12,NULL
2786,几何,斜率,12,NULL
2787,参数,截距,12,NULL
2788,参数,斜率,12,NULL
2789,参数,直线,12,NULL
2790,直线方程,解析几何,3,NULL
2791,直线方程,两点式,4,NULL
2792,解析几何,两点式,12,NULL
2793,解析几何,直线,12,NULL
2794,两点式,直线,1,NULL
2795,直线方程,倾斜角,12,NULL
2796,倾斜角,点斜式,12,NULL
2797,倾斜角,方程,12,NULL
2798,倾斜角,斜率,2,NULL
2799,倾斜角,直线,8,NULL
2800,方程,相切,12,NULL
2801,相切,交点,1,NULL
2802,直线方程,截距式,4,NULL
2803,斜截式,两点式,12,NULL
2804,斜截式,截距式,12,NULL
2805,斜截式,点斜式,12,NULL
2806,斜截式,坐标,12,NULL
2807,两点式,截距式,12,NULL
2808,两点式,点斜式,12,NULL
2809,两点式,坐标,12,NULL
2810,截距式,点斜式,12,NULL
2811,截距式,坐标,12,NULL
2812,截距式,直线,1,NULL
2813,点斜式,垂直,12,NULL
2814,点斜式,X轴,12,NULL
2815,垂直,方程,12,NULL
2816,垂直,X轴,12,NULL
2817,方程,X轴,12,NULL
2818,直线,X轴,12,NULL
2819,直线方程,常数,12,NULL
2820,对称点,常数,12,NULL
2821,平行,常数,12,NULL
2822,常数,对称,12,NULL
2823,常数,直线,12,NULL
2824,常数,距离,12,NULL
2825,平面直角坐标系,直线方程,2,NULL
2826,平面直角坐标系,方程,12,NULL
2827,平面直角坐标系,圆,12,NULL
2828,直线方程,圆,12,NULL
2829,充分必要条件,两点式,12,NULL
2830,充分必要条件,方程,12,NULL
2831,充分必要条件,直线,12,NULL
2832,两点式,方程,3,NULL
2833,垂直,射线,12,NULL
2834,射线,方程,12,NULL
2835,射线,直线,1,NULL
2836,两点式,平行,12,NULL
2837,平行,方程,12,NULL
2838,平面直角坐标系,二元方程,2,NULL
2839,平面直角坐标系,直线,2,NULL
2840,二元方程,直线,12,NULL
2841,三元一次方程,几何图形,9,NULL
2842,三元一次方程,曲面,12,NULL
2843,三元一次方程,方程,3,NULL
2844,三元一次方程,数学,12,NULL
2845,三元一次方程,平面,12,NULL
2846,三元一次方程,曲线,3,NULL
2847,三元一次方程,直线,12,NULL
2848,几何图形,曲面,4,NULL
2849,几何图形,方程,9,NULL
2850,几何图形,数学,3,NULL
2851,几何图形,平面,4,NULL
2852,几何图形,曲线,4,NULL
2853,几何图形,直线,4,NULL
2854,曲面,方程,9,NULL
2855,曲面,数学,12,NULL
2856,曲面,平面,12,NULL
2857,曲面,曲线,12,NULL
2858,曲面,直线,12,NULL
2859,方程,平面,12,NULL
2860,方程,曲线,12,NULL
2861,数学,平面,12,NULL
2862,数学,曲线,12,NULL
2863,数学,直线,12,NULL
2864,平面,曲线,12,NULL
2865,平行直线,方程,12,NULL
2866,平行直线,常数,12,NULL
2867,平行直线,对称,12,NULL
2868,平行直线,直线,1,NULL
2869,平行直线,距离,8,NULL
2870,方程,对称,12,NULL
2871,方程,距离,12,NULL
2872,点斜式,平面,12,NULL
2873,平面,斜率,12,NULL
2874,直线方程,法线式,4,NULL
2875,直线方程,一般式,4,NULL
2876,直线方程,点向式,4,NULL
2877,直线方程,法向式,4,NULL
2878,斜截式,法线式,12,NULL
2879,斜截式,一般式,12,NULL
2880,斜截式,点向式,12,NULL
2881,斜截式,法向式,12,NULL
2882,法线式,两点式,12,NULL
2883,法线式,截距式,12,NULL
2884,法线式,点斜式,12,NULL
2885,法线式,一般式,12,NULL
2886,法线式,点向式,12,NULL
2887,法线式,法向式,12,NULL
2888,两点式,一般式,12,NULL
2889,两点式,点向式,12,NULL
2890,两点式,法向式,12,NULL
2891,截距式,一般式,12,NULL
2892,截距式,点向式,12,NULL
2893,截距式,法向式,12,NULL
2894,点斜式,一般式,12,NULL
2895,点斜式,点向式,12,NULL
2896,点斜式,法向式,12,NULL
